timestamp,funding_rate,premium_mean,n_hours
2026-03-30 00:00:00+00:00,0.0002242676,0.0007174586625,8
2026-03-31 00:00:00+00:00,0.0012760644,0.0008907489625,24
2026-04-01 00:00:00+00:00,0.0008537083,0.0006550475,24
2026-04-02 00:00:00+00:00,0.0012782834,0.0010918619416666667,24
2026-04-03 00:00:00+00:00,6.64511e-05,0.0007028020374999999,24
2026-04-04 00:00:00+00:00,0.0,-3.1799320833333315e-05,24
2026-04-05 00:00:00+00:00,0.0001112989,-0.00013679713333333333,24
2026-04-06 00:00:00+00:00,0.0015640243,0.0012193306041666666,24
2026-04-07 00:00:00+00:00,0.0012941956,0.0009287208541666667,24
2026-04-08 00:00:00+00:00,-4.753980000000001e-05,-0.00021931269583333335,24
2026-04-09 00:00:00+00:00,-3.785299999999999e-06,-0.0002338823625,24
2026-04-10 00:00:00+00:00,3.3110999999999987e-06,-0.0014593176458333331,24
2026-04-11 00:00:00+00:00,0.0,0.0002876019333333334,24
2026-04-12 00:00:00+00:00,-2.0243e-06,-0.0033489055958333333,24
2026-04-13 00:00:00+00:00,6.86602e-05,-0.00012964456666666668,24
2026-04-14 00:00:00+00:00,6.17671e-05,-0.00018602125833333332,24
2026-04-15 00:00:00+00:00,3.79963e-05,-0.0001586053,24
2026-04-16 00:00:00+00:00,-1.05004e-05,-0.00022805466666666666,24
2026-04-17 00:00:00+00:00,5.29854e-05,-0.00022571693333333333,24
2026-04-18 00:00:00+00:00,0.0,-0.0013164096583333333,24
2026-04-19 00:00:00+00:00,7.5e-06,-0.00020640353333333333,24
2026-04-20 00:00:00+00:00,1.9349600000000002e-05,-0.0002466617833333333,12
