timestamp,funding_rate,premium_mean,n_hours
2025-12-08 00:00:00+00:00,0.0001234314,0.00025263595555555555,9
2025-12-09 00:00:00+00:00,0.0003146619,0.00018643103333333333,24
2025-12-10 00:00:00+00:00,0.00029062879999999997,9.342795833333332e-05,24
2025-12-11 00:00:00+00:00,0.0012611063,0.0007162837375,24
2025-12-12 00:00:00+00:00,0.0009499125,0.0005965238041666667,24
2025-12-13 00:00:00+00:00,0.0003784344,4.674448750000001e-05,24
2025-12-14 00:00:00+00:00,-0.0006745649999999999,-0.00013816369999999995,24
2025-12-15 00:00:00+00:00,0.000637506,0.0004020362125,24
2025-12-16 00:00:00+00:00,0.0003265024,1.3079004166666667e-05,24
2025-12-17 00:00:00+00:00,0.0002886977,-1.562857083333333e-05,24
2025-12-18 00:00:00+00:00,-0.0001988505,-0.0003599188541666667,24
2025-12-19 00:00:00+00:00,-0.0001314446,-0.00025213007916666664,24
2025-12-20 00:00:00+00:00,-0.0002326033,-0.0004200151833333333,24
2025-12-21 00:00:00+00:00,0.00012600140000000002,0.0001301880875,24
2025-12-22 00:00:00+00:00,0.0004292138,0.00041642596666666663,24
2025-12-23 00:00:00+00:00,0.0007622545,0.0007683443833333333,24
2025-12-24 00:00:00+00:00,7.07764e-05,-6.798785833333333e-05,24
2025-12-25 00:00:00+00:00,3.4185000000000006e-05,-5.9723545833333336e-05,24
2025-12-26 00:00:00+00:00,0.001499867,0.0011362823,24
2025-12-27 00:00:00+00:00,0.0002972564,0.00022952574583333333,24
2025-12-28 00:00:00+00:00,0.000703101,0.0007674368458333333,24
2025-12-29 00:00:00+00:00,0.0002740422,0.0005603094272727272,11
