timestamp,funding_rate,premium_mean,n_hours
2026-01-12 00:00:00+00:00,0.0004642185,0.0011173016444444444,9
2026-01-13 00:00:00+00:00,-0.0018135183,-0.0011688166666666668,24
2026-01-14 00:00:00+00:00,-0.0013119667,-0.0010655540583333334,24
2026-01-15 00:00:00+00:00,0.0002187441,4.3170187499999984e-05,24
2026-01-16 00:00:00+00:00,0.00041367840000000003,0.00033622980416666664,24
2026-01-17 00:00:00+00:00,-0.0023566913,-0.0017211275625,24
2026-01-18 00:00:00+00:00,-0.0043959188,-0.0032306125249999995,24
2026-01-19 00:00:00+00:00,0.0024523075,0.0018625911208333334,24
2026-01-20 00:00:00+00:00,0.0016118117000000001,0.0012024683708333334,24
2026-01-21 00:00:00+00:00,0.0015802634,0.0013535090666666665,24
2026-01-22 00:00:00+00:00,0.0008706752,0.000812138225,24
2026-01-23 00:00:00+00:00,-2.9698900000000005e-05,1.5229583333332706e-07,24
2026-01-24 00:00:00+00:00,-2.5038299999999997e-05,-0.0002486681625,24
2026-01-25 00:00:00+00:00,-0.0011190579,-0.0007973943625000001,24
2026-01-26 00:00:00+00:00,0.00031262330000000004,0.00028204183333333335,24
2026-01-27 00:00:00+00:00,0.0003014427,0.0003817106,24
2026-01-28 00:00:00+00:00,0.0004707227,0.0005921703333333333,24
2026-01-29 00:00:00+00:00,0.0011396973,0.0010461035791666667,24
2026-01-30 00:00:00+00:00,0.0013223283,0.0010949361458333334,24
2026-01-31 00:00:00+00:00,-0.0007062024,-0.0005285321208333334,24
2026-02-01 00:00:00+00:00,-0.0015387292,-0.0012712888291666667,24
2026-02-02 00:00:00+00:00,0.0007532369000000001,0.0013135399545454547,11
