timestamp,open,high,low,close,volume
2026-03-25 00:00:00+00:00,22.934,23.7,21.361,21.421,6186.67
2026-03-26 00:00:00+00:00,21.547,21.61,21.02,21.28,2128.29
2026-03-27 00:00:00+00:00,21.3,21.496,20.66,20.66,56.08
2026-03-28 00:00:00+00:00,20.448,20.448,20.448,20.448,0.52
2026-03-29 00:00:00+00:00,20.448,20.651,20.448,20.448,33.62
2026-03-30 00:00:00+00:00,20.651,21.063,20.518,20.889,1660.56
2026-03-31 00:00:00+00:00,21.01,21.798,20.629,21.673,1173.09
2026-04-01 00:00:00+00:00,21.707,22.457,21.707,22.457,2312.55
2026-04-02 00:00:00+00:00,21.934,23.141,21.629,23.141,15071.21
2026-04-03 00:00:00+00:00,23.077,23.193,22.943,23.018,15488.42
2026-04-04 00:00:00+00:00,22.96,23.29,22.37,22.851,20275.96
2026-04-05 00:00:00+00:00,22.85,25.0,20.8,22.802,20116.76
2026-04-06 00:00:00+00:00,23.113,23.37,22.687,22.88,15243.83
2026-04-07 00:00:00+00:00,22.81,23.492,22.584,23.472,6182.93
2026-04-08 00:00:00+00:00,23.676,24.149,23.44,23.815,202.86
2026-04-09 00:00:00+00:00,23.815,24.01,22.315,22.406,9818.66
2026-04-10 00:00:00+00:00,22.402,22.582,21.862,22.177,2362.19
2026-04-11 00:00:00+00:00,22.24,22.472,22.073,22.472,67.68
2026-04-12 00:00:00+00:00,22.112,22.381,21.824,22.022,507.11
2026-04-13 00:00:00+00:00,21.905,23.008,21.749,22.604,3537.94
2026-04-14 00:00:00+00:00,22.709,23.188,22.546,23.101,973.71
2026-04-15 00:00:00+00:00,23.127,23.844,22.944,23.844,1248.01
2026-04-16 00:00:00+00:00,23.683,24.137,23.343,23.629,2815.34
2026-04-17 00:00:00+00:00,23.644,24.286,22.7,22.839,3491.12
2026-04-18 00:00:00+00:00,22.7,23.48,22.572,22.825,88.31
2026-04-19 00:00:00+00:00,22.825,22.825,22.825,22.825,0.0
2026-04-20 00:00:00+00:00,22.825,23.061,22.376,23.061,469.92
2026-04-21 00:00:00+00:00,23.015,23.97,22.706,23.215,519.07
2026-04-22 00:00:00+00:00,23.26,23.39,22.296,22.296,563.22
2026-04-23 00:00:00+00:00,22.43,22.67,21.728,22.023,2289.89
2026-04-24 00:00:00+00:00,22.132,23.428,21.6,23.067,8477.06
2026-04-25 00:00:00+00:00,23.035,23.272,23.035,23.272,2429.88
2026-04-26 00:00:00+00:00,23.272,23.324,23.035,23.324,75735.71
2026-04-27 00:00:00+00:00,23.333,23.946,22.999,23.418,9168.07
2026-04-28 00:00:00+00:00,23.625,23.72,23.111,23.471,374.02
2026-04-29 00:00:00+00:00,23.692,23.692,22.825,23.377,564.57
2026-04-30 00:00:00+00:00,23.039,23.957,22.901,22.965,385.35
2026-05-01 00:00:00+00:00,23.231,23.742,22.775,22.9,592.56
2026-05-02 00:00:00+00:00,22.854,22.942,22.775,22.775,22.91
2026-05-03 00:00:00+00:00,22.79,23.109,22.72,23.045,183.82
