underlying,equity_ticker,expiration,T,spot,svi_a,svi_b,svi_rho,svi_m,svi_sigma,atm_iv,n_quotes
GOLD,GLD,2026-05-04,0.0027397260273972603,423.17999267578125,-0.004035719015862693,0.03811782473336725,-0.40161841638277784,-0.07184387332756759,0.1221026388580643,0.310781130881928,196
GOLD,GLD,2026-05-11,0.019178082191780823,423.17999267578125,-0.010150830299272717,0.058728127553862905,0.21658966258770318,0.06208009480240729,0.19443298804241313,0.23355410217150263,114
GOLD,GLD,2026-05-29,0.0684931506849315,423.17999267578125,-1.0641398834801907,0.6334144577623672,-0.38322078440277907,-0.7337859350899725,1.8259494654276525,0.24831659049206822,215
GOLD,GLD,2026-06-30,0.15616438356164383,423.17999267578125,0.0038909232000359046,0.18725977748059677,-0.5793036819716024,0.03730761558209551,0.0026411140531836423,0.30932137932027887,272
GOLD,GLD,2026-09-18,0.37534246575342467,423.17999267578125,-0.039261181837708964,0.3261982662247569,-0.5017963563329919,-0.05623220550970494,0.20118091199766414,0.22894927442169544,314
GOLD,GLD,2026-12-18,0.6246575342465753,423.17999267578125,0.022772987350655728,0.1554890026542486,0.16073384555899156,0.16296167255484484,0.07370123289024286,0.2728673198859301,185
GOLD,GLD,2027-03-31,0.9068493150684932,423.17999267578125,0.05820863458933194,0.12248384695177442,-0.7388921889846378,-0.071585051922499,0.0001000000098377099,0.2582873203582429,185
GOLD,GLD,2028-12-15,2.6191780821917807,423.17999267578125,0.05574919046829685,0.5500092131960597,-0.7132866222175924,-0.311533120711826,0.34710055928638417,0.2693757719908871,199
